Customer ID,Recency,Frequency,Monetary,Profit,Quantity,Cluster,Segment
AI-10855,14,10,4375.786,867.7271000000001,72,3,Regular
AJ-10780,76,7,4867.344,150.71300000000005,62,3,Regular
AJ-10795,167,7,4501.391,1158.7064,88,3,Regular
AJ-10945,86,7,1839.24,521.1351999999999,40,0,Low Value
AJ-10960,75,3,629.2479999999999,60.4265,22,0,Low Value
AM-10360,29,5,814.012,194.9878,48,0,Low Value
AM-10705,163,8,5664.022,1085.7326,81,3,Regular
AO-10810,502,1,161.28,12.096,2,1,At-Risk
AP-10720,42,8,1638.554,285.7888,85,3,Regular
AP-10915,99,10,3323.556,579.3113,102,3,Regular
AR-10345,112,4,1055.694,-221.0544,18,0,Low Value
AR-10405,126,5,2236.128,-98.7646,29,0,Low Value
AR-10510,15,5,264.86400000000003,43.6695,33,0,Low Value
AR-10540,7,6,6608.448,2884.6208,33,2,High Value
AR-10570,535,1,88.15,32.633,6,1,At-Risk
AR-10825,59,8,4523.336,494.83519999999993,54,3,Regular
AS-10045,89,7,3050.692,-253.57459999999998,48,0,Low Value
AS-10090,29,9,3255.31,64.53739999999998,81,3,Regular
AS-10135,42,2,58.82,21.8496,9,0,Low Value
AS-10225,23,5,4260.784,719.7751000000001,41,0,Low Value
AS-10240,193,7,584.6080000000001,33.715799999999994,39,0,Low Value
AS-10285,20,6,3214.236,354.62760000000003,39,0,Low Value
AS-10630,93,7,833.398,136.49190000000002,34,0,Low Value
AT-10435,22,6,1171.814,100.87680000000002,28,0,Low Value
AT-10735,14,10,3831.864,974.107,60,3,Regular
AW-10840,21,4,649.376,65.77250000000001,24,0,Low Value
AW-10930,47,7,2852.968,-104.5486,68,3,Regular
AY-10555,15,4,497.014,103.3499,34,0,Low Value
AZ-10750,161,6,1622.018,154.9503,40,0,Low Value
BB-10990,106,5,744.3399999999999,11.583900000000007,26,0,Low Value
BB-11545,29,9,6765.728,1015.0749999999999,83,3,Regular
BC-11125,203,9,2933.676,251.5974,60,3,Regular
BD-11320,34,12,5718.521,1094.5037,75,3,Regular
BD-11500,36,6,4411.2429999999995,1142.1225,49,3,Regular
BD-11560,279,2,320.54,116.714,11,1,At-Risk
BD-11605,98,7,3288.471,634.8463,74,3,Regular
BD-11620,70,6,1538.11,206.75689999999997,27,0,Low Value
BD-11635,10,3,582.646,141.53400000000002,19,0,Low Value
BD-11725,94,6,1526.5,333.9791,29,0,Low Value
BD-11770,328,6,658.466,141.265,21,0,Low Value
BE-11335,120,5,4204.676,1487.7739000000001,35,0,Low Value
BE-11410,99,5,2261.438,755.9150999999999,19,0,Low Value
BE-11455,255,6,1727.652,139.20080000000002,40,0,Low Value
BF-10975,92,7,599.798,227.4384,38,0,Low Value
BF-11005,40,4,1333.88,-291.38109999999995,26,0,Low Value
BF-11020,75,8,2888.506,302.02,78,3,Regular
BF-11080,26,3,272.95,110.9272,29,0,Low Value
BF-11170,17,11,5907.972,1538.2127,102,2,High Value
BF-11215,66,4,1585.162,523.2133,48,0,Low Value
BF-11275,58,3,791.9899999999999,25.870199999999997,11,0,Low Value
BG-11035,29,8,2798.948,-711.4274,35,0,Low Value
BG-11695,37,6,1874.172,107.5715,24,0,Low Value
BG-11740,58,6,1006.356,119.34790000000001,22,0,Low Value
BH-11710,24,8,6255.351,802.7898,97,3,Regular
BK-11260,78,6,659.1379999999999,-63.764399999999995,58,0,Low Value
BM-11140,308,4,11789.63,-1659.9580999999998,64,3,Regular
BM-11575,101,6,808.162,95.58160000000001,22,0,Low Value
BM-11650,34,11,7294.185,2199.2781,95,2,High Value
BM-11785,219,10,1338.842,137.7439,44,3,Regular
BN-11470,25,4,265.296,36.6131,15,0,Low Value
BN-11515,10,5,1459.344,340.7054,79,3,Regular
BO-11350,138,5,2682.728,278.77700000000004,43,0,Low Value
BO-11425,76,2,130.83,59.4522,7,0,Low Value
BP-11050,84,5,983.42,209.78300000000002,30,0,Low Value
BP-11095,18,12,2442.044,433.9751,70,3,Regular
BP-11155,90,6,1697.8609999999999,647.3847000000001,32,0,Low Value
BP-11185,2,9,3675.861,363.5991,69,3,Regular
BP-11230,40,5,1181.49,-197.2695,14,0,Low Value
BP-11290,13,7,2475.157,-319.0637,51,0,Low Value
BS-11365,559,5,10501.653,2616.0643999999998,39,2,High Value
BS-11380,29,5,3887.834,-17.532200000000024,58,0,Low Value
BS-11590,36,6,2454.928,381.7807,41,0,Low Value
BS-11665,583,3,3288.1099999999997,238.73680000000002,47,1,At-Risk
BS-11755,2,7,2562.382,-113.29840000000003,45,0,Low Value
BS-11800,266,2,949.4300000000001,194.0516,22,0,Low Value
BT-11305,337,5,2567.656,417.5918,33,1,At-Risk
BT-11395,303,6,2186.6130000000003,257.9163,38,0,Low Value
BT-11440,561,4,603.876,-77.5256,16,1,At-Risk
BT-11485,660,2,415.19599999999997,126.8694,11,1,At-Risk
BT-11530,92,5,2684.4919999999997,409.4983,44,0,Low Value
BT-11680,21,7,3196.752,447.74839999999995,88,3,Regular
BV-11245,335,5,1523.2730000000001,315.2214,49,0,Low Value
BW-11065,213,3,385.516,-58.28659999999999,8,0,Low Value
BW-11110,122,8,4750.358,921.2574,74,3,Regular
BW-11200,204,6,1738.406,246.9973,49,0,Low Value
CA-11965,97,6,3789.7228,1143.3817,29,0,Low Value
CA-12055,402,5,1679.7240000000002,211.2559,49,1,At-Risk
CA-12265,57,9,2648.2872,279.6183,65,3,Regular
CA-12310,14,4,1421.954,246.02179999999998,25,0,Low Value
CA-12775,121,7,3041.566,204.48950000000002,72,3,Regular
CB-12025,48,10,6076.139,150.2089,122,3,Regular
CB-12415,27,8,1949.2,272.3883,44,3,Regular
CB-12535,198,8,4246.4555,1049.5601,74,3,Regular
CC-12100,458,6,1770.945,208.5912,46,1,At-Risk
CC-12145,107,7,2471.65,392.2825,31,0,Low Value
CC-12220,21,12,3913.418,393.9618,81,3,Regular
CC-12370,44,5,12129.072000000002,2177.0493,34,2,High Value
CC-12430,1,10,2870.05,424.6583,63,3,Regular
CC-12475,40,9,1659.438,154.851,40,3,Regular
CC-12550,28,3,113.832,33.870599999999996,14,0,Low Value
CC-12610,35,7,2540.631,331.434,39,0,Low Value
CC-12670,30,7,2269.7015,187.8399,47,0,Low Value
CC-12685,800,4,2854.1150000000002,850.1591,51,1,At-Risk
CD-11920,41,5,2033.968,426.661,35,0,Low Value
CD-11980,55,3,639.766,-206.7172,22,0,Low Value
CD-12280,43,2,1205.584,233.0274,39,0,Low Value
CD-12790,400,5,1860.732,403.8422,49,1,At-Risk
CG-12040,50,6,904.4680000000001,86.5106,37,0,Low Value
CG-12520,339,3,1148.7800000000002,169.93439999999998,14,1,At-Risk
CH-12070,692,3,1537.236,195.15109999999999,13,1,At-Risk
CJ-11875,366,1,16.52,1.652,5,1,At-Risk
CJ-12010,190,8,11164.974,858.7414,83,2,High Value
CK-12205,40,13,3154.855,141.2831,122,3,Regular
CK-12325,121,5,2945.321,261.22090000000003,46,0,Low Value
CK-12595,44,11,2372.75,497.70980000000003,108,3,Regular
CK-12760,83,9,1582.109,-338.4311,64,3,Regular
CL-11890,107,4,1262.0140000000001,328.0847,24,0,Low Value
CL-12565,285,12,10880.546,1933.7830999999999,106,2,High Value
CL-12700,106,5,2353.586,229.00990000000002,34,0,Low Value
CM-11815,132,6,1673.888,214.463,38,0,Low Value
CM-11935,709,2,565.392,-43.732400000000005,18,1,At-Risk
CM-12115,9,4,1661.6100000000001,409.0679,35,0,Low Value
CM-12160,27,6,2533.314,-394.3686,23,0,Low Value
CM-12190,9,6,1475.144,91.2033,21,0,Low Value
CM-12235,386,5,2305.712,365.0387,28,1,At-Risk
CM-12385,38,4,8954.019999999999,3899.8903999999998,34,2,High Value
CM-12445,437,3,287.99,64.4296,32,1,At-Risk
CM-12655,28,6,6339.5576,1572.4585,42,2,High Value
CM-12715,1036,4,3984.4524,176.3108,57,1,At-Risk
CP-12085,83,8,5402.254,427.0258,57,3,Regular
CP-12340,161,8,5888.275,-1850.3029000000001,59,3,Regular
CR-12580,58,4,2148.852,74.40129999999999,32,0,Low Value
CR-12625,471,3,475.9,144.7594,14,1,At-Risk
CR-12730,79,4,1600.55,306.9176,18,0,Low Value
CR-12820,86,3,1397.8724,83.27029999999999,26,0,Low Value
CS-11845,92,5,1278.954,185.3776,22,0,Low Value
CS-11860,163,6,537.632,105.8275,16,0,Low Value
CS-11950,26,11,3036.547,-126.4223,68,3,Regular
CS-12130,490,4,884.64,143.8339,28,1,At-Risk
CS-12175,233,5,844.4580000000001,113.1405,30,0,Low Value
CS-12250,27,12,2754.216,738.3626,97,3,Regular
CS-12355,7,11,3202.1620000000003,831.9432,74,3,Regular
CS-12400,3,9,3651.8585000000003,-342.80330000000004,47,3,Regular
CS-12460,28,2,550.644,156.2593,13,0,Low Value
CS-12490,425,4,1077.2285,-302.8761,33,1,At-Risk
CS-12505,59,6,5690.054999999999,-6626.389499999999,40,0,Low Value
CT-11995,97,8,3241.898,161.22629999999995,60,3,Regular
CV-12295,255,5,2830.6279999999997,493.0861,54,0,Low Value
CV-12805,6,9,2370.3136,98.99749999999999,62,3,Regular
CW-11905,23,6,1136.592,370.8298,40,0,Low Value
CY-12745,61,8,2900.026,60.64670000000001,43,3,Regular
Co-12640,550,5,1300.076,205.62820000000002,30,1,At-Risk
DA-13450,353,4,156.76,56.7904,27,1,At-Risk
DB-12910,22,8,2171.599,431.3748,47,3,Regular
DB-12970,242,5,2839.2272,213.00289999999998,43,0,Low Value
DB-13060,17,7,4531.646,473.0272,48,3,Regular
DB-13120,49,7,2973.094,-1421.7692,59,3,Regular
DB-13210,10,10,2332.577,169.9679,75,3,Regular
DB-13270,54,8,4655.897,841.8263999999999,52,3,Regular
DB-13360,265,5,1081.466,291.0085,28,0,Low Value
DB-13405,188,4,1711.692,438.9092,62,0,Low Value
DB-13555,108,7,3908.8028,109.32700000000001,61,3,Regular
DB-13615,34,7,1989.05,438.80119999999994,41,0,Low Value
DB-13660,13,7,1155.202,177.67350000000002,33,0,Low Value
DC-12850,38,9,3336.168,-1441.6312999999998,64,3,Regular
DC-13285,24,5,1174.618,132.06820000000002,37,0,Low Value
DD-13570,42,6,269.542,36.4344,33,0,Low Value
DE-13255,720,5,2550.874,464.47139999999996,38,1,At-Risk
DF-13135,701,3,2390.534,-259.3097,23,1,At-Risk
DG-13300,33,5,3195.818,562.7761,39,0,Low Value
DH-13075,278,6,4932.872,1193.7404,81,3,Regular
DH-13675,777,4,1043.096,116.667,41,1,At-Risk
DJ-13420,638,4,2012.52,483.03499999999997,20,1,At-Risk
DJ-13510,49,8,2501.6879999999996,345.2521,52,3,Regular
DJ-13630,13,3,3356.398,731.5644,43,0,Low Value
DK-12835,22,12,3256.48,881.1228000000001,86,3,Regular
DK-12895,46,5,4282.176,937.6496,65,3,Regular
DK-12985,8,5,1687.04,-107.35379999999998,32,0,Low Value
DK-13090,43,7,2650.557,536.3935,33,0,Low Value
DK-13150,11,2,797.832,249.9447,20,0,Low Value
DK-13225,11,9,4802.394,209.89940000000004,70,3,Regular
DK-13375,20,8,3318.486,377.0799,77,3,Regular
DL-12865,101,8,1503.112,322.2449,51,3,Regular
DL-12925,58,6,3272.2,4.213200000000029,43,0,Low Value
DL-13315,23,8,1458.258,288.8732,74,3,Regular
DL-13330,58,4,585.02,222.6812,32,0,Low Value
DL-13495,77,8,3539.322,-52.78799999999997,33,0,Low Value
DM-12955,115,7,1322.034,108.7583,28,0,Low Value
DM-13015,58,7,6345.103,1677.3931,87,2,High Value
DM-13345,23,8,4074.4719999999998,1319.0586,41,3,Regular
DM-13525,482,3,1376.792,199.7688,33,1,At-Risk
DN-13690,218,7,2139.79,540.5405000000001,41,0,Low Value
DO-13435,134,9,1300.0315,-38.90860000000001,48,3,Regular
DO-13645,27,7,1267.316,294.0676,36,0,Low Value
DP-13000,127,9,1050.636,241.4524,58,3,Regular
DP-13105,7,8,2215.002,563.1761,63,3,Regular
DP-13165,813,2,1058.616,-40.93759999999999,20,1,At-Risk
DP-13390,359,9,5480.723999999999,1571.8318,50,3,Regular
DR-12880,4,9,6528.034000000001,1641.8613,103,2,High Value
DR-12940,51,8,8350.868,2869.0759999999996,57,2,High Value
DS-13030,94,4,1762.213,193.3319,54,0,Low Value
DS-13180,24,9,2881.8128,163.6993,68,3,Regular
DV-13045,20,5,1119.483,-427.184,28,0,Low Value
DV-13465,30,6,3341.587,353.2127,62,3,Regular
DW-13195,70,6,1080.751,-86.87379999999999,39,0,Low Value
DW-13480,218,5,5271.628,1348.7556,38,0,Low Value
DW-13540,99,5,344.08,69.6672,21,0,Low Value
DW-13585,243,7,1204.854,-266.8966,44,0,Low Value
Dl-13600,120,5,755.602,175.2388,19,0,Low Value
Dp-13240,85,11,7198.7609999999995,333.36479999999995,99,3,Regular
EA-14035,153,13,2846.705,-52.74059999999998,87,3,Regular
EB-13705,49,9,3644.978,13.621500000000005,55,3,Regular
EB-13750,36,10,3236.314,-80.28599999999999,91,3,Regular
EB-13840,91,5,4358.128,656.1988,41,0,Low Value
EB-13870,101,10,2767.219,261.5315,41,3,Regular
EB-13930,162,5,944.6000000000001,0.6042000000000058,24,0,Low Value
EB-13975,1,4,1643.255,162.8781,18,0,Low Value
EB-14110,114,6,3071.126,184.7656,30,0,Low Value
EB-14170,83,6,1186.326,282.1701,20,0,Low Value
EC-14050,54,5,461.914,96.4256,37,0,Low Value
ED-13885,136,8,3484.92,670.4435000000001,54,3,Regular
EG-13900,23,5,1832.02,104.2656,44,0,Low Value
EH-13765,136,12,10310.880000000001,1393.5154,120,2,High Value
EH-13945,218,8,684.1709999999999,53.53980000000001,72,3,Regular
EH-13990,406,6,825.9499999999999,150.3759,20,1,At-Risk
EH-14005,3,7,1219.53,-94.14079999999997,50,0,Low Value
EH-14125,153,10,3082.653,96.27019999999999,76,3,Regular
EH-14185,106,6,923.884,242.1107,22,0,Low Value
EJ-13720,303,4,2162.174,387.0176,31,0,Low Value
EJ-14155,58,5,2656.691,451.87550000000005,31,0,Low Value
EK-13795,45,4,1303.478,97.10659999999999,18,0,Low Value
EL-13735,78,2,124.28,27.1154,9,0,Low Value
EM-13810,133,5,2567.0099999999998,-133.8275,23,0,Low Value
EM-13825,56,8,2339.598,682.5541999999999,57,3,Regular
EM-13960,152,5,933.704,102.29599999999999,18,0,Low Value
EM-14065,48,4,228.99,40.15459999999999,22,0,Low Value
EM-14095,114,4,1041.0420000000001,240.2362,34,0,Low Value
EM-14140,49,6,4588.436000000001,1319.3655,74,3,Regular
EM-14200,159,3,366.822,21.7721,13,0,Low Value
EN-13780,288,4,2199.366,496.1131,27,0,Low Value
EP-13915,13,17,5478.0608,144.95780000000005,124,3,Regular
ER-13855,422,3,1245.788,-295.7398,27,1,At-Risk
ES-14020,41,5,3510.4579999999996,1003.2935,31,0,Low Value
ES-14080,29,9,4657.924,246.6661,77,3,Regular
FA-14230,98,7,2984.054,520.5229,58,3,Regular
FC-14245,71,7,3418.742,1217.1662000000001,50,3,Regular
FC-14335,185,7,3889.366,714.2926,37,0,Low Value
FG-14260,35,7,1383.144,394.73969999999997,48,0,Low Value
FH-14275,38,10,4256.272,1073.2676,65,3,Regular
FH-14350,213,4,2271.284,706.289,52,0,Low Value
FH-14365,6,8,6987.196,2050.2826,52,2,High Value
FM-14215,8,10,2456.638,249.6808,48,3,Regular
FM-14290,37,9,3736.198,198.10949999999997,79,3,Regular
FM-14380,146,9,2523.266,191.4898,53,3,Regular
FO-14305,39,10,2678.438,215.59689999999998,60,3,Regular
FP-14320,24,8,4046.746,406.44730000000004,54,3,Regular
FW-14395,363,3,79.75,23.491300000000003,9,1,At-Risk
GA-14515,150,8,3919.7760000000003,840.899,48,3,Regular
GA-14725,6,11,1398.382,136.70790000000002,79,3,Regular
GB-14530,63,11,1568.44,7.837100000000003,62,3,Regular
GB-14575,14,5,4716.288,1135.8393,63,3,Regular
GD-14590,6,4,1888.07,230.93729999999996,25,0,Low Value
GG-14650,44,9,2224.0,12.698500000000008,92,3,Regular
GH-14410,76,9,2819.4669999999996,-576.8335,65,3,Regular
GH-14425,51,4,4172.8460000000005,1176.4181,51,0,Low Value
GH-14485,388,2,1361.2440000000001,-95.4498,15,1,At-Risk
GH-14665,3,2,146.94080000000002,-5.810200000000001,9,0,Low Value
GK-14620,113,9,6497.27,1448.5525,66,2,High Value
GM-14440,84,7,3582.8199999999997,347.266,43,0,Low Value
GM-14455,17,6,3078.624,793.2814000000001,54,3,Regular
GM-14500,107,10,1255.682,441.3185,53,3,Regular
GM-14680,153,6,3163.628,35.48649999999999,31,0,Low Value
GM-14695,118,3,6049.966,188.7235,44,0,Low Value
GP-14740,766,2,236.53,31.837600000000002,21,1,At-Risk
GR-14560,1136,2,1284.38,359.83320000000003,23,1,At-Risk
GT-14635,57,3,9351.212,-4108.6589,26,0,Low Value
GT-14710,37,11,11820.119999999999,2163.4269,106,2,High Value
GT-14755,35,4,226.436,-6.139200000000002,23,0,Low Value
GW-14605,29,7,2189.019,-268.54229999999995,43,0,Low Value
GZ-14470,8,9,4355.150000000001,1087.7539,48,3,Regular
GZ-14545,158,4,2454.6220000000003,828.661,25,0,Low Value
HA-14905,70,7,2163.3,270.8574,45,0,Low Value
HA-14920,21,8,2584.158,99.1445,72,3,Regular
HD-14785,770,3,251.36,-135.87599999999998,31,1,At-Risk
HE-14800,13,4,883.5319999999999,274.4028,44,0,Low Value
HF-14995,22,7,2533.1639999999998,-13.876799999999989,70,3,Regular
HG-14845,55,5,785.628,147.0032,31,0,Low Value
HG-14965,24,12,3247.642,-2797.9635000000003,68,3,Regular
HG-15025,7,7,3690.284,804.6113,38,0,Low Value
HH-15010,73,2,218.668,86.7342,20,0,Low Value
HJ-14875,127,5,358.1,98.6548,21,0,Low Value
HK-14890,152,8,4877.784,956.9451,64,3,Regular
HL-15040,44,6,12873.297999999999,5622.4292000000005,50,2,High Value
HM-14860,3,10,8236.7648,2437.9836,76,2,High Value
HM-14980,248,4,736.276,117.2755,29,0,Low Value
HP-14815,31,7,1990.314,373.8637,44,0,Low Value
HR-14770,14,5,1299.288,185.5794,38,0,Low Value
HR-14830,160,7,5248.787,1196.9504,51,3,Regular
HW-14935,118,8,9300.254,2164.1611,85,2,High Value
HZ-14950,36,5,886.52,-130.3879,21,0,Low Value
IG-15085,72,4,744.574,320.4982,19,0,Low Value
IL-15100,143,7,5040.736,1121.937,60,3,Regular
IM-15055,410,3,2872.63,975.7701,19,1,At-Risk
IM-15070,391,7,4930.474,514.6527,93,3,Regular
JA-15970,93,8,6491.026,-819.4217000000001,87,3,Regular
JB-15400,8,10,1791.605,156.05319999999998,43,3,Regular
JB-15925,738,3,900.552,-286.9808,32,1,At-Risk
JB-16000,44,7,644.1188,126.76490000000001,32,0,Low Value
JB-16045,8,5,2518.115,201.51850000000002,32,0,Low Value
JC-15340,115,4,71.263,-0.35560000000000036,12,0,Low Value
JC-15385,176,1,1058.108,502.92440000000005,14,0,Low Value
JC-15775,159,9,2772.055,279.56919999999997,64,3,Regular
JC-16105,58,5,858.576,201.5952,43,0,Low Value
JD-15790,118,5,2152.352,-266.55249999999995,26,0,Low Value
JD-15895,395,11,7610.8640000000005,1050.2667999999999,150,2,High Value
JD-16015,113,6,385.43,26.7605,39,0,Low Value
JD-16060,301,3,695.442,111.11410000000001,17,1,At-Risk
JD-16150,42,8,8828.0305,1619.5199,60,2,High Value
JE-15475,194,6,1388.682,276.2197,49,0,Low Value
JE-15610,49,7,7754.976,1623.4019,74,2,High Value
JE-15715,47,10,8697.842999999999,1262.2926,97,2,High Value
JE-15745,52,13,6760.8150000000005,221.79670000000002,90,3,Regular
JE-16165,21,3,2697.248,789.6476,34,0,Low Value
JF-15190,66,7,2279.5860000000002,575.1259,72,3,Regular
JF-15295,226,5,955.124,97.28899999999999,42,0,Low Value
JF-15355,106,6,1911.844,330.199,58,0,Low Value
JF-15415,3,6,2371.448,635.6376,69,3,Regular
JF-15490,122,11,1082.918,-18.06730000000001,36,3,Regular
JF-15565,55,8,4198.332,1073.2088,67,3,Regular
JG-15115,759,3,2358.676,684.1911,20,1,At-Risk
JG-15160,2,11,6366.392,1415.6664,70,3,Regular
JG-15310,3,6,2240.58,3.7976000000000063,46,0,Low Value
JG-15805,224,6,1507.018,206.1019,46,0,Low Value
JH-15430,6,4,309.281,-24.077100000000005,29,0,Low Value
JH-15820,175,6,528.91,26.082199999999997,29,0,Low Value
JH-15910,42,7,959.477,-13.554499999999996,35,0,Low Value
JH-15985,30,6,7954.9980000000005,-644.6982,64,3,Regular
JH-16180,405,4,2256.3940000000002,-96.95300000000002,28,1,At-Risk
JJ-15445,484,5,709.178,200.5558,25,1,At-Risk
JJ-15760,754,2,195.0,34.449200000000005,11,1,At-Risk
JK-15205,62,5,4427.142,1219.983,67,3,Regular
JK-15325,288,3,383.812,55.32769999999999,15,1,At-Risk
JK-15370,45,8,2709.632,330.2838,72,3,Regular
JK-15625,62,7,3760.028,750.9485,44,3,Regular
JK-15640,181,9,4760.434,1172.5303,41,3,Regular
JK-15730,85,10,4867.2,55.0483,88,3,Regular
JK-16090,29,3,3747.668,586.6625,43,0,Low Value
JK-16120,118,10,2932.484,122.6566,49,3,Regular
JL-15130,9,6,1214.956,-207.79559999999998,42,0,Low Value
JL-15175,7,5,1571.523,209.2817,29,0,Low Value
JL-15235,120,5,2203.7,54.51740000000002,39,0,Low Value
JL-15505,50,6,3173.874,591.7163,56,3,Regular
JL-15835,22,11,9799.923,228.907,143,2,High Value
JL-15850,615,6,2725.256,779.9046,38,1,At-Risk
JM-15250,38,6,3159.1220000000003,19.82350000000004,91,3,Regular
JM-15265,38,5,1804.146,502.6143,52,0,Low Value
JM-15535,103,7,1733.443,356.5395,46,0,Low Value
JM-15580,1,5,303.948,113.1204,26,0,Low Value
JM-15655,9,5,864.947,117.20400000000001,41,0,Low Value
JM-15865,110,7,7625.076000000001,1574.6163999999999,50,2,High Value
JM-16195,58,10,2833.9260000000004,754.1144,74,3,Regular
JO-15145,58,9,3254.949,581.4045,59,3,Regular
JO-15280,93,6,1934.272,202.13619999999997,36,0,Low Value
JO-15550,216,5,1090.838,167.6709,42,0,Low Value
JP-15460,38,7,1669.135,429.7465,54,3,Regular
JP-15520,9,7,3635.594,757.1802,63,3,Regular
JP-16135,103,9,1707.71,309.7116,47,3,Regular
JR-15670,594,2,1156.658,-785.1645,14,1,At-Risk
JR-15700,69,1,863.88,107.985,3,0,Low Value
JR-16210,34,5,2201.686,452.37300000000005,41,0,Low Value
JS-15595,120,4,1417.654,-175.54899999999998,35,0,Low Value
JS-15685,43,4,1131.0639999999999,-54.8692,42,0,Low Value
JS-15880,535,5,3868.02,564.9798000000001,43,1,At-Risk
JS-15940,464,5,469.169,-327.9336,37,1,At-Risk
JS-16030,29,6,2516.494,-311.25749999999994,70,3,Regular
JW-15220,43,6,7721.714,2173.7093999999997,66,2,High Value
JW-15955,6,7,1244.086,-29.575899999999987,41,0,Low Value
JW-16075,462,4,1428.731,154.06369999999998,38,1,At-Risk
KA-16525,37,7,1519.506,234.9194,57,3,Regular
KB-16240,5,7,3152.6150000000002,763.9076,34,0,Low Value
KB-16315,297,9,1569.464,49.71929999999999,62,3,Regular
KB-16405,118,3,908.821,274.297,25,0,Low Value
KB-16585,231,12,2744.742,579.3551,102,3,Regular
KB-16600,2,7,983.922,293.55240000000003,29,0,Low Value
KC-16255,408,6,2120.954,846.1217,40,1,At-Risk
KC-16540,98,4,3908.262,709.4219,28,0,Low Value
KC-16675,58,4,1146.05,156.7797,40,0,Low Value
KD-16270,485,5,8282.358,1107.6952000000003,64,2,High Value
KD-16345,42,6,1888.964,328.5942,36,0,Low Value
KD-16495,113,12,8181.256,3038.6254,84,2,High Value
KD-16615,290,5,2243.5099999999998,539.7219,56,0,Low Value
KE-16420,27,8,1686.7312,397.87989999999996,67,3,Regular
KF-16285,98,7,10604.266,1660.1386,67,2,High Value
KH-16330,41,8,3312.864,454.7871,70,3,Regular
KH-16360,2,6,3100.612,528.2051,40,0,Low Value
KH-16510,23,7,5952.859,656.1162,91,3,Regular
KH-16630,59,9,3918.9660000000003,727.3786,84,3,Regular
KH-16690,3,7,5990.799,1227.5091,69,3,Regular
KL-16555,17,8,5016.488,-182.78130000000002,84,3,Regular
KL-16645,48,12,14175.229000000001,806.855,113,2,High Value
KM-16225,15,6,2260.958,635.1057000000001,72,3,Regular
KM-16375,57,8,5620.186,973.7901999999999,69,3,Regular
KM-16660,16,5,453.538,91.1391,30,0,Low Value
KM-16720,29,8,4909.472,745.7685,98,3,Regular
KN-16390,20,9,2617.272,-151.1518,56,3,Regular
KN-16450,53,5,2171.962,114.3083,49,0,Low Value
KN-16705,99,8,2280.58,329.76250000000005,55,3,Regular
KS-16300,296,3,88.472,0.11099999999999888,10,1,At-Risk
KT-16465,392,7,3057.1,254.0032,45,1,At-Risk
KT-16480,101,10,4642.088400000001,194.0671,37,3,Regular
KW-16435,97,5,4416.5199999999995,1756.135,42,0,Low Value
KW-16570,772,4,449.096,107.92699999999999,22,1,At-Risk
LA-16780,155,11,8673.222,2059.1199,105,2,High Value
LB-16735,49,3,50.188,18.6507,12,0,Low Value
LB-16795,153,8,4985.676,-52.19099999999998,76,3,Regular
LC-16870,28,8,2580.7039999999997,-188.25110000000004,113,3,Regular
LC-16885,17,12,7663.126,1288.3469,93,2,High Value
LC-16930,42,8,4492.946,288.26599999999996,52,3,Regular
LC-16960,437,4,3246.626,299.48019999999997,30,1,At-Risk
LC-17050,55,5,2095.064,86.77799999999999,43,0,Low Value
