Order ID,Order Date,Product Name,Sales,Profit,Quantity,Discount,Anomaly_Score
CA-2017-135909,2017-10-13,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,5083.96,1906.485,5,0.2,-0.09384769783609315
US-2015-150630,2015-09-17,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,-1665.0522,7,0.5,-0.09361975130680567
US-2017-110576,2017-11-28,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2065.32,-619.596,12,0.4,-0.09090455594817204
CA-2016-145625,2016-09-11,Logitech P710e Mobile Speakerphone,3347.37,636.0003,13,0.0,-0.09086546773748438
CA-2015-120782,2015-04-28,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3812.97,1906.485,3,0.0,-0.09061883917112235
CA-2017-118892,2017-08-17,HON 5400 Series Task Chairs for Big and Tall,4416.174,-630.882,9,0.3,-0.08872875210615994
CA-2017-143112,2017-10-05,"3D Systems Cube Printer, 2nd Generation, Magenta",5199.96,1351.9896,4,0.0,-0.08824255404623127
CA-2016-138478,2016-10-21,Ibico EPK-21 Electric Binding System,4535.976,1644.2913,3,0.2,-0.08817262348350285
CA-2017-131254,2017-11-19,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188,-2287.782,6,0.8,-0.08676955936379005
CA-2017-129021,2017-08-23,Samsung Galaxy Mega 6.3,4367.896,327.5922,13,0.2,-0.08463782380575591
US-2017-102183,2017-08-21,GBC DocuBind TL300 Electric Binding System,4305.552,1453.1238,6,0.2,-0.08458170239344376
CA-2014-144624,2014-11-19,Apple iPhone 5,4548.81,1228.1787,7,0.0,-0.08395509628696696
CA-2016-129714,2016-09-01,GBC DocuBind P400 Electric Binding System,4355.168,1415.4296,4,0.2,-0.08124919701054323
CA-2015-146262,2015-01-02,Cisco 9971 IP Video Phone Charcoal,1188.0,-950.4,9,0.7,-0.07763626740425522
CA-2017-165323,2017-06-17,Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,1668.205,5,0.0,-0.07745037753803719
CA-2014-127299,2014-09-19,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",2624.985,-944.9946,3,0.5,-0.07714329387574947
CA-2017-158379,2017-09-22,Martin Yale Chadless Opener Electric Letter Opener,4663.736,-1049.3406,7,0.2,-0.07546770212751885
CA-2017-100111,2017-09-20,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2888.127,609.7157,11,0.1,-0.07532730174510516
CA-2016-133711,2016-11-26,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,1459.2,8,0.0,-0.07521651770684179
US-2017-162558,2017-10-02,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116,-1002.7836,7,0.4,-0.07356936101407618
CA-2015-162782,2015-02-21,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2541.98,1270.99,2,0.0,-0.07342503624175356
CA-2015-111829,2015-03-19,Canon PC940 Copier,3149.93,1480.4671,7,0.0,-0.0723829604702555
US-2017-120390,2017-10-19,GBC DocuBind P400 Electric Binding System,1633.188,-1306.5504,4,0.7,-0.07221505679010587
CA-2016-130946,2016-04-08,GBC DocuBind P400 Electric Binding System,1088.792,-1850.9464,4,0.8,-0.07212846110613957
CA-2017-128363,2017-08-13,GBC DocuBind TL300 Electric Binding System,1614.582,-1237.8462,6,0.7,-0.07114176703966268
CA-2015-155600,2015-12-04,GBC Ibimaster 500 Manual ProClick Binding System,1598.058,-1065.372,7,0.7,-0.0705247610266817
CA-2015-117086,2015-11-08,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4404.9,1013.127,5,0.0,-0.06727826787958446
CA-2015-102491,2015-08-24,Cisco 9971 IP Video Phone Charcoal,3080.0,1416.8,7,0.0,-0.06725790172381818
CA-2016-128818,2016-05-07,Bady BDG101FRU Card Printer,3999.95,1159.9855,5,0.0,-0.06703511756345737
CA-2017-133263,2017-03-31,Hewlett Packard LaserJet 3310 Copier,2999.95,1439.976,5,0.0,-0.06628484551997638
CA-2015-160227,2015-11-02,Hon Olson Stacker Chairs,2621.322,553.3902,11,0.1,-0.06554501827929093
CA-2015-140025,2015-04-07,Hoover Upright Vacuum With Dirt Cup,463.248,-1181.2824,8,0.8,-0.06519738964040234
CA-2017-127432,2017-01-22,Canon Image Class D660 Copier,2999.95,1379.977,5,0.0,-0.06386039492234574
CA-2017-159100,2017-10-16,Balt Solid Wood Round Tables,1875.258,-968.8833,7,0.4,-0.06289108721231274
CA-2017-157854,2017-04-08,GBC DocuBind TL300 Electric Binding System,2690.97,1264.7559,3,0.0,-0.062496249485232025
CA-2017-159366,2017-01-07,Lexmark MX611dhe Monochrome Laser Printer,3059.982,679.996,2,0.1,-0.06104982410079218
CA-2014-160766,2014-09-14,Ativa V4110MDD Micro-Cut Shredder,2799.96,1371.9804,4,0.0,-0.060238307710847816
CA-2014-117639,2014-05-21,Fellowes PB300 Plastic Comb Binding Machine,2715.93,1276.4871,7,0.0,-0.05975857225848602
CA-2015-105571,2015-11-07,GBC DocuBind TL300 Electric Binding System,1345.485,-1031.5385,5,0.7,-0.05968898285202817
CA-2014-165309,2014-11-11,GBC DocuBind TL300 Electric Binding System,896.99,-1480.0335,5,0.8,-0.05883795839992012
CA-2015-169796,2015-11-09,Zebra ZM400 Thermal Label Printer,2321.9,1114.512,2,0.0,-0.058725541045472895
CA-2014-167199,2014-01-06,Global Deluxe High-Back Manager's Chair,2573.82,746.4078,9,0.0,-0.05866064211041022
CA-2017-152093,2017-09-10,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,762.594,-1143.891,3,0.8,-0.05801481793140373
CA-2017-119809,2017-08-18,Fellowes PB300 Plastic Comb Binding Machine,2793.528,942.8157,9,0.2,-0.05791680238473951
CA-2014-163223,2014-03-21,Samsung Galaxy S4 Active,3499.93,909.9818,7,0.0,-0.05760171526082236
CA-2015-141565,2015-09-20,GBC Ibimaster 500 Manual ProClick Binding System,1369.764,-913.176,6,0.7,-0.057035198093215556
CA-2016-107783,2016-07-28,GBC Ibimaster 500 Manual ProClick Binding System,1369.764,-913.176,6,0.7,-0.057035198093215556
CA-2014-168494,2014-12-12,Bretford Rectangular Conference Table Tops,3610.848,135.4068,12,0.2,-0.05677826563904653
CA-2017-123491,2017-10-30,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,510.636,14,0.0,-0.05669470683384492
CA-2017-113418,2017-10-01,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1704.89,767.2005,11,0.0,-0.056649887066202664
CA-2017-133865,2017-05-08,Canon Imageclass D680 Copier / Fax,3359.952,1049.985,6,0.2,-0.05600785456838675
CA-2014-144414,2014-06-17,GBC DocuBind P400 Electric Binding System,3266.376,1061.5722,3,0.2,-0.055935594680922684
US-2015-163825,2015-06-16,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,3050.376,1143.891,3,0.2,-0.054665951621991615
US-2017-148551,2017-01-12,GBC Ibimaster 500 Manual ProClick Binding System,760.98,-1141.47,5,0.8,-0.05315311080470231
US-2014-106992,2014-09-19,Lexmark MX611dhe Monochrome Laser Printer,3059.982,-509.997,3,0.4,-0.052422625773887344
US-2017-161935,2017-07-14,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),1889.946,-377.9892,9,0.4,-0.05224728584142602
CA-2017-166093,2017-08-17,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,2518.29,654.7554,9,0.0,-0.04958858414987111
CA-2017-115602,2017-12-18,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,1704.56,511.368,13,0.0,-0.049348907748064774
CA-2015-164301,2015-03-26,Bush Advantage Collection Racetrack Conference Table,3393.68,610.8624,8,0.0,-0.04874220935543894
CA-2015-101889,2015-12-27,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",1548.99,-464.697,9,0.4,-0.04869294422206161
CA-2016-132479,2016-09-24,GBC ProClick 150 Presentation Binding System,442.372,-729.9138,7,0.8,-0.04857827215254262
CA-2014-108609,2014-10-31,Hon 94000 Series Round Tables,1421.664,-734.5264,8,0.4,-0.04830518527407768
CA-2015-120677,2015-05-31,Hon Pagoda Stacking Chairs,2567.84,770.352,8,0.0,-0.04731653087329557
CA-2015-125976,2015-09-27,Cisco SPA301,1871.88,561.564,12,0.0,-0.046745368197302684
CA-2016-103982,2016-03-03,High Speed Automatic Electric Letter Opener,3930.072,-786.0144,3,0.2,-0.046001921455589456
CA-2014-122336,2014-04-13,Fellowes PB200 Plastic Comb Binding Machine,509.97,-407.976,10,0.7,-0.045352004644469646
US-2015-160857,2015-05-08,Sharp AL-1530CS Digital Copier,2799.944,1014.9797,7,0.2,-0.04531993127312639
CA-2017-121559,2017-06-01,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,2405.2,793.716,8,0.0,-0.045205628926553665
CA-2015-123113,2015-11-23,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",2625.12,735.0336,8,0.0,-0.04513473666216783
US-2017-105935,2017-01-26,Samsung Galaxy Mega 6.3,2939.93,764.3818,7,0.0,-0.04358132009550464
CA-2014-119375,2014-11-17,Smead Adjustable Mobile File Trolley with Lockable Top,2934.33,792.2691,7,0.0,-0.04358132009550464
CA-2017-145219,2017-12-24,Hewlett Packard LaserJet 3310 Copier,2879.952,1007.9832,6,0.2,-0.04253226074812966
CA-2017-142090,2017-11-30,Bush Advantage Collection Racetrack Conference Table,1781.682,-653.2834,7,0.4,-0.042457457971267765
CA-2016-159016,2016-03-10,Apple iPhone 5,4158.912,363.9048,8,0.2,-0.042050441229219304
CA-2014-120474,2014-12-01,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,673.8816,8,0.0,-0.04083629795237287
CA-2016-158099,2016-09-03,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,-760.98,5,0.7,-0.040835412550471406
CA-2016-122903,2016-05-27,HON 5400 Series Task Chairs for Big and Tall,3504.9,700.98,5,0.0,-0.04023183827052035
CA-2016-135265,2016-07-07,Canon PC1060 Personal Laser Copier,2799.96,944.9865,5,0.2,-0.0394366374266607
CA-2016-129630,2016-09-04,Canon PC1060 Personal Laser Copier,2799.96,944.9865,5,0.2,-0.0394366374266607
CA-2017-149881,2017-04-01,Cubify CubeX 3D Printer Double Head Print,4799.984,359.9988,2,0.2,-0.039379902650724
US-2017-165344,2017-11-13,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,652.995,-935.9595,7,0.7,-0.03932105715463541
CA-2016-100300,2016-06-24,Okidata MB760 Printer,4476.8,503.64,4,0.2,-0.03767250869530636
US-2016-165505,2016-01-23,Iceberg Mobile Mega Data/Printer Cart ,1564.29,406.7154,13,0.0,-0.037217904730372786
US-2015-100377,2015-08-28,Canon Imageclass D680 Copier / Fax,2799.96,874.9875,5,0.2,-0.036095473047400684
US-2016-157490,2016-10-06,Zebra GK420t Direct Thermal/Thermal Transfer Printer,703.71,-938.28,6,0.7,-0.03600992442334139
CA-2014-116246,2014-09-12,HON 5400 Series Task Chairs for Big and Tall,3785.292,420.588,6,0.1,-0.03562946382473353
CA-2016-105732,2016-09-13,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",1336.44,387.5676,14,0.0,-0.03537160198746503
CA-2016-109869,2016-04-22,Bush Advantage Collection Racetrack Conference Table,1272.63,-814.4832,6,0.5,-0.03453879742241173
CA-2017-123372,2017-11-28,Google Nexus 5,1979.89,494.9725,11,0.0,-0.0337026795806642
CA-2014-148383,2014-12-27,GBC DocuBind 300 Electric Binding Machine,946.764,-694.2936,6,0.7,-0.03351782852616858
CA-2014-120768,2014-12-19,High-Back Leather Manager's Chair,1819.86,163.7874,14,0.0,-0.03341995127003983
CA-2017-160885,2017-12-02,ClearOne CHATAttach 160 - speaker phone,2479.96,743.988,4,0.0,-0.033276183655893354
US-2015-126214,2015-12-21,Bevis 36 x 72 Conference Tables,1618.37,356.0414,13,0.0,-0.03278272489593592
US-2015-103471,2015-12-24,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",590.058,-786.744,7,0.7,-0.03257592015390487
CA-2014-143917,2014-07-25,High Speed Automatic Electric Letter Opener,8187.65,327.506,5,0.0,-0.03228706436505402
CA-2015-141243,2015-01-03,O'Sullivan Living Dimensions 5-Shelf Bookcases,1352.3976,-437.5404,9,0.32,-0.031985195422788326
CA-2017-127180,2017-10-22,Polycom CX600 IP Phone VoIP phone,2399.6,647.892,8,0.0,-0.03179410947675132
US-2017-118087,2017-09-09,Samsung Galaxy Note 2,1931.958,-386.3916,7,0.4,-0.031775959717394
CA-2014-128209,2014-11-17,DMI Eclipse Executive Suite Bookcases,4007.84,-50.098,10,0.2,-0.030765462654566034
US-2014-115196,2014-09-09,"3D Systems Cube Printer, 2nd Generation, White",1299.99,-571.9956,2,0.5,-0.030700962063876736
US-2017-147221,2017-12-02,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,-766.012,5,0.8,-0.03027837370172337
US-2014-106992,2014-09-19,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,-251.9958,7,0.4,-0.02881428529390162
CA-2015-124891,2015-07-31,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65,762.1845,7,0.0,-0.028446795280117176
US-2017-163300,2017-09-15,GBC DocuBind 200 Manual Binding Machine,2357.488,884.058,7,0.2,-0.02774234326675462
CA-2014-128524,2014-11-11,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2033.584,762.594,2,0.2,-0.02655491794453957
US-2017-135013,2017-07-24,Hewlett Packard LaserJet 3310 Copier,2399.96,839.986,5,0.2,-0.025701600825288717
CA-2016-101546,2016-12-18,GBC DocuBind TL300 Electric Binding System,1793.98,843.1706,2,0.0,-0.025521196710409977
CA-2014-152268,2014-09-02,GBC DocuBind TL300 Electric Binding System,1793.98,843.1706,2,0.0,-0.025521196710409977
CA-2017-141789,2017-10-03,GBC DocuBind TL300 Electric Binding System,1793.98,843.1706,2,0.0,-0.025521196710409977
CA-2015-119879,2015-11-21,"Bevis Oval Conference Table, Walnut",1252.704,-480.2032,8,0.4,-0.0233943926104635
CA-2016-113831,2016-05-30,Hon Rectangular Conference Tables,2275.5,386.835,10,0.0,-0.021545619934503435
CA-2017-168858,2017-11-19,Hoover Shoulder Vac Commercial Portable Vacuum,2504.74,626.185,7,0.0,-0.021492353809546172
CA-2017-143567,2017-11-02,Logitech diNovo Edge Keyboard,2249.91,517.4793,9,0.0,-0.020766811005405894
US-2015-134558,2015-12-19,Logitech diNovo Edge Keyboard,2249.91,517.4793,9,0.0,-0.020766811005405894
CA-2014-126193,2014-09-07,Ibico Hi-Tech Manual Binding System,304.99,-533.7325,5,0.8,-0.019783167273922708
CA-2017-146535,2017-11-24,Iceberg Mobile Mega Data/Printer Cart ,1443.96,375.4296,12,0.0,-0.019349476180037684
US-2014-148838,2014-03-17,Bretford Rectangular Conference Table Tops,1579.746,-447.5947,7,0.4,-0.0192412639375662
CA-2017-112333,2017-04-08,Tennsco 16-Compartment Lockers with Coat Rack,2591.56,621.9744,4,0.0,-0.018585941312755594
CA-2015-139731,2015-10-15,HON 5400 Series Task Chairs for Big and Tall,2453.43,-350.49,5,0.3,-0.018275605582444232
CA-2017-137596,2017-09-02,Maxell iVDR EX 500GB Cartridge,1928.78,829.3754,7,0.0,-0.018247741653746208
CA-2016-169663,2016-03-10,Okidata MB760 Printer,3357.6,377.73,3,0.2,-0.017273130376751156
CA-2017-111738,2017-01-03,GBC ProClick 150 Presentation Binding System,2022.272,682.5168,8,0.2,-0.017262719044872865
CA-2016-157791,2016-12-23,Hewlett Packard 610 Color Digital Copier / Printer,1999.96,899.982,4,0.0,-0.01704357921768318
CA-2016-162236,2016-11-04,BPI Conference Tables,876.3,-292.1,10,0.4,-0.01693961081336326
CA-2014-126683,2014-09-29,"Bevis Oval Conference Table, Walnut",2348.82,399.2994,9,0.0,-0.01658454153700939
US-2016-114013,2016-03-13,Okidata MB491 Multifunction Printer,449.1,-643.71,3,0.7,-0.016392072803391722
CA-2016-108987,2016-09-08,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",2396.2656,-317.1528,4,0.32,-0.01545015885101142
CA-2016-147256,2016-10-17,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1927.59,751.7601,7,0.0,-0.01536634843478435
US-2015-155369,2015-04-19,Fellowes PB300 Plastic Comb Binding Machine,310.392,-512.1468,4,0.8,-0.015029915136918759
CA-2016-107104,2016-11-26,DMI Eclipse Executive Suite Bookcases,3406.664,160.3136,8,0.15,-0.014308246333130215
CA-2015-129525,2015-11-15,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",166.92,-116.844,13,0.7,-0.013810550778160402
CA-2016-160717,2016-06-06,Samsung Galaxy Mega 6.3,3023.928,226.7946,9,0.2,-0.013026931311467704
CA-2014-128209,2014-11-17,GBC DocuBind TL300 Electric Binding System,2152.776,726.5619,3,0.2,-0.012609748794702003
CA-2017-130036,2017-08-27,Logitech Wireless Headset h800,1119.888,209.979,14,0.2,-0.01240033325067913
CA-2017-100223,2017-07-05,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",332.028,-348.6294,9,0.6,-0.01222705076758368
CA-2015-111038,2015-12-01,GuestStacker Chair with Chrome Finish Legs,2676.672,267.6672,9,0.2,-0.012105784573969158
CA-2016-169670,2016-12-25,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,2563.056,313.2624,8,0.1,-0.011634245436431545
CA-2016-143805,2016-12-01,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,2104.55,694.5015,7,0.0,-0.011607461288448251
CA-2015-140221,2015-03-05,Avanti 4.4 Cu. Ft. Refrigerator,180.98,-470.548,5,0.8,-0.0112209983694459
CA-2016-102162,2016-09-11,Canon PC-428 Personal Copier,1599.92,751.9624,8,0.0,-0.010928367973566
CA-2014-125997,2014-09-20,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,1349.91,661.4559,9,0.0,-0.010261164873407558
CA-2014-139892,2014-09-08,Kensington 7 Outlet MasterPiece Power Center,177.98,-453.849,5,0.8,-0.00930985555218844
CA-2014-122882,2014-09-07,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,-559.356,4,0.7,-0.009304788056036961
CA-2017-161410,2017-06-26,Plantronics Voyager Pro HD - Bluetooth Headset,545.916,72.7888,14,0.4,-0.009295702648049686
CA-2017-136448,2017-09-16,GBC DocuBind TL300 Electric Binding System,538.194,-412.6154,2,0.7,-0.008339206292829915
CA-2017-151750,2017-01-01,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",13.748,-22.6842,14,0.8,-0.008292779119928761
CA-2016-107202,2016-05-21,Panasonic KX MB2061 Multifunction Printer,2396.4,179.73,10,0.2,-0.007698321777146577
CA-2015-149846,2015-05-22,Zebra GX420t Direct Thermal/Thermal Transfer Printer,2973.32,334.4985,7,0.2,-0.007623709372726273
CA-2014-163447,2014-12-27,"Global Push Button Manager's Chair, Indigo",767.214,161.9674,14,0.1,-0.0073471807453192595
US-2016-126452,2016-08-21,Bretford CR8500 Series Meeting Room Furniture,2887.056,180.441,9,0.2,-0.00644441489144032
CA-2017-123967,2017-11-01,Hon 94000 Series Round Tables,2665.62,239.9058,9,0.0,-0.006371570939122995
US-2015-126977,2015-09-17,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4228.704,158.5764,6,0.2,-0.006010952839904937
US-2017-141677,2017-03-26,Canon PC1080F Personal Copier,2399.96,569.9905,5,0.2,-0.005973966701008249
CA-2014-130421,2014-03-03,3.6 Cubic Foot Counter Height Office Refrigerator,176.772,-459.6072,3,0.8,-0.005825093096859524
CA-2016-136301,2016-03-13,High Speed Automatic Electric Letter Opener,4912.59,196.5036,3,0.0,-0.005748879798235573
US-2017-124968,2017-09-08,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625,-566.5625,7,0.5,-0.0054946662896199205
CA-2017-131282,2017-02-05,Ibico Hi-Tech Manual Binding System,243.992,-426.986,4,0.8,-0.005355705407137257
CA-2017-117457,2017-12-08,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.829,31.4548,13,0.15,-0.005293467492217152
CA-2017-159282,2017-10-16,Swingline SM12-08 MicroCut Jam Free Shredder,599.985,-479.988,5,0.7,-0.0046893346667401525
US-2014-169789,2014-12-30,Ibico Ibimaster 300 Manual Binding System,551.985,-459.9875,5,0.7,-0.0046103595098930805
CA-2016-114489,2016-12-05,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",1951.84,585.552,8,0.0,-0.004469285082969177
CA-2017-118773,2017-02-09,GBC ProClick 150 Presentation Binding System,252.784,-417.0936,4,0.8,-0.00424542733399591
CA-2014-140165,2014-05-13,GBC DocuBind P100 Manual Binding Machine,398.352,-331.96,8,0.7,-0.004234394075509851
CA-2016-104157,2016-07-25,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",2430.08,388.8128,8,0.0,-0.0038585407273178385
CA-2014-119172,2014-05-11,Avery Arch Ring Binders,104.58,-172.557,9,0.8,-0.0038078115157877956
CA-2015-164007,2015-06-08,Hoover Shoulder Vac Commercial Portable Vacuum,143.128,-393.602,2,0.8,-0.003543818546543287
CA-2015-114069,2015-07-13,Safco Contoured Stacking Chairs,1931.04,321.84,9,0.1,-0.003361262731900072
CA-2015-124975,2015-06-22,Hon Rectangular Conference Tables,796.425,-525.6405,7,0.5,-0.0026768999814248406
CA-2014-169726,2014-08-09,Ibico Ibimaster 300 Manual Binding System,2060.744,643.9825,7,0.2,-0.002398720764096085
US-2016-146066,2016-08-21,"Iceberg OfficeWorks 42"" Round Tables",815.292,-339.705,9,0.4,-0.001957740301454125
US-2016-113677,2016-11-13,Xiaomi Mi3,2279.96,592.7896,4,0.0,-0.0016188936910194185
CA-2017-155075,2017-12-02,GBC DocuBind 300 Electric Binding Machine,631.176,-462.8624,4,0.7,-0.0013612171419091768
CA-2017-114524,2017-03-31,"SlimView Poly Binder, 3/8""",13.468,-22.8956,13,0.8,-0.0004547660682918675
US-2017-112347,2017-12-02,Hon 4-Shelf Metal Bookcases,242.352,-363.528,8,0.7,-0.0003200698575146488
